Bubble,Insertion,Merge,Quick,Radix,Selection,Shell,python
0.0033017450041370466,0.0010876669985009357,0.001594018998730462,0.0008925930014811456,0.0008500530020683073,0.0020427130002644844,0.0010842339979717508,5.957100074738264e-05
0.003386052994756028,0.001178293998236768,0.001628024001547601,0.0008255919965449721,0.0008566939941374585,0.0022396370040951297,0.001123851994634606,6.139699689811096e-05
0.0033167810033774003,0.0010976770063280128,0.0016467640016344376,0.0008848430006764829,0.0008844530020724051,0.0021431040004245006,0.0011070859982282855,6.067399954190478e-05
0.0035600669943960384,0.0012390869960654527,0.0016915020023589022,0.0009498200015514158,0.0008907859955797903,0.0022244430001592264,0.0010566250057308935,6.06440007686615e-05
0.003673886996693909,0.0012683210006798618,0.001689316995907575,0.0009526020003249869,0.0009127680023084395,0.002165388999856077,0.0011237470025662333,6.078500155126676e-05
0.0037510379988816567,0.0012811199994757771,0.0016558459974476136,0.0009432770020794123,0.0009149760007858276,0.00223562400060473,0.001101536996429786,6.141499761724845e-05
0.0037370840000221506,0.0013051749992882833,0.0016842890036059543,0.0009795129954000004,0.0008790030042291619,0.002263187001517508,0.001107971002056729,6.237300112843513e-05
0.003777981997700408,0.0012623650036402978,0.0017084690043702722,0.0009517750004306436,0.0008919829997466877,0.0022972880033194087,0.001122046000091359,6.304799899226055e-05
0.0037243730039335787,0.0011671749962260947,0.0016944899980444461,0.0009811710042413324,0.0009072380053112283,0.002380601996264886,0.001138555002398789,6.139700417406857e-05
0.0037222649989416823,0.0010937280021607876,0.0019536179970600642,0.0009734699997352436,0.000904405998880975,0.0024202019994845614,0.0011283089988864958,6.417300028260797e-05
0.0038898380007594824,0.0011762720023398288,0.0017564379959367216,0.0009912409950629808,0.0009131949991569854,0.0024761109962128103,0.0011422850002418272,6.606299575651065e-05
0.003976888001488987,0.0012665670001297258,0.001811588001146447,0.001045789998897817,0.0009233620003215037,0.0027526800040504895,0.0012219430063851178,6.979099998716265e-05
0.004436536000866909,0.0015191540005616844,0.0019268789983470924,0.0011294070063740946,0.0009915379996527918,0.002752708001935389,0.0013733480009250343,7.162799738580361e-05
0.004487897997023538,0.0015882529987720773,0.0019073619987466373,0.0011120490016764961,0.0009825450033531524,0.002704759994230699,0.0012717880017589778,6.969399692025036e-05
0.004278396998415701,0.0012927650022902526,0.0019205089993192814,0.001032090003718622,0.000989893997029867,0.0027308049975545146,0.001341713999863714,6.98709991411306e-05
0.004433064001204912,0.0014043019982636906,0.0019325859975651838,0.001075978005246725,0.0010177139993174933,0.002798846995574422,0.0014718669990543276,6.991700502112508e-05
0.004468792998522986,0.001475162003771402,0.0019618379956227727,0.0010784429978230037,0.0010014939980464987,0.0029134260039427318,0.001295572001254186,6.989699613768607e-05
0.004560387002129573,0.0014153709998936392,0.001959761000762228,0.0011756320018321276,0.001011047999782022,0.0029396129975793883,0.0013786859999527223,7.264900341397151e-05
0.004882075998466462,0.0016981410008156672,0.001987380994250998,0.0011347459949320182,0.0010212250053882599,0.0029574820000561886,0.001716949998808559,0.00011634399561444297
0.00489512000058312,0.0015578000020468608,0.002041122999798972,0.0011150999998790212,0.0010333879981772043,0.0029768140011583455,0.0013811669996357523,7.594099588459358e-05
0.004872869001701474,0.001469328002713155,0.002052035000815522,0.0011721720002242364,0.0010649589967215434,0.0030876620003255084,0.0013933759983046912,8.65520050865598e-05
0.0048766330000944436,0.0015206719981506467,0.0020593290028045885,0.0011577339973882772,0.0010483359947102144,0.003068696998525411,0.0014194200048223138,7.477599865524098e-05
0.005138581000210252,0.001753477001329884,0.002194686996517703,0.0012349909957265481,0.00105788599466905,0.003207298999768682,0.0014531740016536787,7.720699795754626e-05
0.0053755240005557425,0.0019070489943260327,0.0021062809973955154,0.001180263003334403,0.0010702810031943955,0.003259410004829988,0.0014768429973628372,9.138199675362557e-05
0.005452557001262903,0.0016561000011279248,0.002145079997717403,0.00127716099814279,0.0010892969949054532,0.003307281993329525,0.0014143820008030161,7.878700125729665e-05
0.00545532199612353,0.001834339003835339,0.0021434000009321608,0.0011582250008359551,0.001090594996639993,0.0033089619973907247,0.0014266750004026107,8.154499664669856e-05
0.0054605120021733455,0.0017976130038732663,0.0021943880055914633,0.0012233010056661442,0.0011066759980167262,0.003375951993803028,0.0014254690031521022,8.298499597003683e-05
0.00575026600563433,0.001981843997782562,0.0021943609972367994,0.001259958000446204,0.0011228639996261336,0.003462042994215153,0.001499840000178665,9.856699762167409e-05
0.0057965579981100745,0.001884268996946048,0.0022159210056997836,0.0011763859947677702,0.0011283109997748397,0.0035899770009564236,0.0014896709981258027,8.197800343623385e-05
0.006044087996997405,0.0021080660008010454,0.002258132997667417,0.0012987659938517027,0.001129266995121725,0.0035891030056518503,0.0015667730040149763,8.439600060228258e-05
0.006236004002857953,0.0022840670062578283,0.0022507689936901443,0.0013348569991649128,0.0015902589948382229,0.003609298997616861,0.0015745929995318875,8.509000326739624e-05
0.00588827899628086,0.001773233998392243,0.0022723620058968663,0.0012888119963463396,0.0016169150039786473,0.0037204610052867793,0.0014915159990778193,8.402599632972851e-05
0.0062707350007258356,0.002134617003321182,0.00227707700105384,0.0014201169979060069,0.0011275500000920147,0.003669539997645188,0.001520202997198794,8.478400559397414e-05
0.006344237997836899,0.0020745889996760525,0.0023339830004260875,0.0012771209949278273,0.0015857779944781214,0.003709391996380873,0.0015131530017242767,8.438499935436994e-05
0.006472804998338688,0.0024494390017935075,0.002472191001288593,0.0014310370024759322,0.0011595319956541061,0.003836170995782595,0.001519623001513537,8.833300671540201e-05
0.006552303995704278,0.0023187960032373667,0.002349793001485523,0.0013752159939031117,0.001608013000804931,0.003962576003686991,0.0014975560043239966,8.769599662628025e-05
0.006947786998352967,0.0024087220008368604,0.002545092000218574,0.0014391810036613606,0.0016726550020393915,0.0039009600004646927,0.001568013998621609,8.737300231587142e-05
0.006504908000351861,0.002037427002505865,0.0024044519959716126,0.0014576140019926243,0.0016293500011670403,0.003985256997111719,0.0017140010022558272,8.798199996817857e-05
0.00672576099896105,0.0021420749981189147,0.0023383439984172583,0.0015857300022616982,0.0016397170038544573,0.004088820998731535,0.0015881770013947971,9.023700113175437e-05
0.006794142005674075,0.0023378340047202073,0.0023928279988467693,0.0013295329990796745,0.0016481929997098632,0.004106389002117794,0.0015770810059620999,9.009499626699835e-05
0.006994206996751018,0.002204898002673872,0.0023977370001375675,0.001399807006237097,0.001685117997112684,0.004209712998999748,0.0015372719935839996,9.29790039663203e-05
0.00678465699456865,0.0021749500010628253,0.0024077630005194806,0.001449175993911922,0.0016876390000106767,0.004172827997535933,0.0016069250050350092,9.259199578082189e-05
0.00724480099597713,0.0026164899973082356,0.0026185299939243123,0.0013945220052846707,0.0017466829958721064,0.004361048006103374,0.0016563229946768843,0.00011766099487431347
0.007177621002483647,0.002395898998656776,0.0024920610012486577,0.0014957589955884032,0.0017852470045909286,0.004368065005110111,0.0016301729992846958,9.441099973628297e-05
0.007264319996465929,0.0024564519990235567,0.0024900070056901313,0.0015325720014516264,0.0017245160051970743,0.004511140999966301,0.002049103000899777,9.631700231693685e-05
0.00713158799771918,0.002198834998125676,0.002556949999416247,0.0014332779974211007,0.0017361889986204915,0.004555323997919913,0.0020946750009898096,9.86540035228245e-05
0.007565931999124587,0.0023536880034953356,0.0026000580037361942,0.0015016990000731312,0.0018361689944867976,0.0049428630009060726,0.0019404829945415258,9.907899948302656e-05
0.0077510949995485134,0.002747639002336655,0.0027690939969033934,0.0016327340053976513,0.0017872919997898862,0.004653538002457935,0.00195606399938697,9.993599815061316e-05
0.007709613004408311,0.0025292049976997077,0.002635606004332658,0.001558758995088283,0.0017980170014197938,0.004744532001495827,0.001988616000744514,0.00010181399557041004
0.007621424003446009,0.0023649520007893443,0.0025956359968404286,0.0015118659939616919,0.0018192200004705228,0.0047471899961237796,0.0019740679999813437,9.769200551090762e-05
0.008047333998547401,0.002707065003050957,0.002626989000418689,0.001593711000168696,0.0018254189999424852,0.004993026996089611,0.0019925950036849827,0.00010180800018133596
0.007956171997648198,0.0024919780044001527,0.0026846019973163493,0.0015210170022328384,0.0018311880048713647,0.004829034995054826,0.0019034340002690442,0.00010126300185220316
0.007861622005293611,0.0022565100007341243,0.0026858450000872836,0.0014996009995229542,0.0018509520014049485,0.005034535999584477,0.0018686469993554056,0.00012374800280667841
0.008074650999333244,0.0025275399966631085,0.002732692999416031,0.0015723260003142059,0.0018693750025704503,0.005151318000571337,0.001966730000276584,0.00010206099977949634
0.00854015499498928,0.002854206002666615,0.0028602509992197156,0.0015981550022843294,0.0018976639985339716,0.005253096998785622,0.0020102979979128577,0.00010435799777042121
0.008919194995542057,0.003225446998840198,0.002792625004076399,0.0015151460029301234,0.001958346001629252,0.005167761999473441,0.0019422469995333813,0.00010807399667100981
0.008817478999844752,0.0030400889954762533,0.0027942860033363104,0.001733190001687035,0.0018862729993998073,0.005284120001306292,0.0019806869968306273,0.00010575300257187337
0.009185139002511278,0.003352143998199608,0.002807226999721024,0.0016836799986776896,0.0019048959948122501,0.005303002006257884,0.002046360998065211,0.00010856099834199995
0.008812963002128527,0.0028220929962117225,0.0029864639946026728,0.0016401929970015772,0.0019369879955775104,0.0054567830011365,0.001994196994928643,0.00010627699521137401
0.009272494004108012,0.0031622139940736815,0.002857289000530727,0.001715379003144335,0.0019455800065770745,0.005470266994962003,0.0020202180021442473,0.00010859299800358713
0.009037811003508978,0.0028064529979019426,0.0029055539998807944,0.0019096339965471998,0.001940036003361456,0.0055583729990758,0.0020798870027647354,0.00011041499965358526
0.009752473000844475,0.0033385520000592805,0.0029164209990995005,0.001699291002296377,0.0019864739952026866,0.00574892799340887,0.0021600909967673942,0.00011366699618520215
0.009814828998059966,0.0031660180029575713,0.0029318659944692627,0.0018279079959029332,0.0019515780004439875,0.005683642004441936,0.002133784000761807,0.00011366300168447196
0.009560221995343454,0.0039714640006423,0.00296748799883062,0.0017439490038668737,0.0020177340047666803,0.0057433679976384155,0.002183552998758387,0.00011402599920984358
0.009393966000061482,0.002859498003090266,0.002983327998663299,0.0017258540028706193,0.0020073120031156577,0.005739371001254767,0.0020601119977072813,0.00011207199713680893
0.010120416001882404,0.0035257269992143847,0.0031618830034858547,0.001791376998880878,0.0020985859955544583,0.00584329100092873,0.002144660997146275,0.00011750600242521614
0.010229415995127056,0.0035121069959132,0.003286439001385588,0.0018573299967101775,0.0020369750054669566,0.0059139130025869235,0.0021838470056536607,0.00013931500143371522
0.010217627001111396,0.003457872000581119,0.00301534900063416,0.0018065650001517497,0.0020550280023599043,0.006049827003153041,0.002207946999988053,0.0001188950045616366
0.00989712099544704,0.0030251309945015237,0.003088285004196223,0.0017493180057499558,0.0020889610023004934,0.00622804400336463,0.0021652279974659905,0.00013869500253349543
0.01004365299741039,0.0031350110002676956,0.0030626919979113154,0.001953309001692105,0.002084286999888718,0.006179826996230986,0.0021336540012271143,0.00011795399768743664
0.010352903998864349,0.003195352001057472,0.0031903449998935685,0.002001250999455806,0.0021117729993420653,0.00628970300022047,0.002209480997407809,0.00011761199857573956
0.010723002000304405,0.0036375299969222397,0.0031280490002245642,0.0017550500051584095,0.0020695490020443685,0.00640186599775916,0.002185837998695206,0.0001256199975614436
0.010826906996953767,0.0033876650049933232,0.003461877000518143,0.00195420299860416,0.002226855001936201,0.006610869000724051,0.002239016001112759,0.00016404999769292772
0.011403461998270359,0.004117830001632683,0.003176012003677897,0.0017808089978643693,0.0021191979976720177,0.00670690100378124,0.0021778720038128085,0.0001232209979207255
0.01121617100579897,0.0038138320014695637,0.003241487000195775,0.0017942339982255362,0.002139255993824918,0.006603617999644484,0.002323236003576312,0.0001263250014744699
0.011373766996257473,0.0035238090058555827,0.003285534003225621,0.001955150000867434,0.002208325000538025,0.0066603119994397275,0.0021659760022885166,0.00012529200466815382
0.010941568994894624,0.003287013001681771,0.0032876469995244406,0.0019134319954901002,0.00217285800317768,0.006768379993445706,0.0023451500019291416,0.00012869400234194472
0.011567136993107852,0.00391032500192523,0.003280389995779842,0.0018595369983813725,0.0021907069967710413,0.0068566370027838275,0.0025575569961802103,0.00012514200352597982
0.012167177999799605,0.004355737997684628,0.003304292004031595,0.002013331999478396,0.0021912209995207377,0.006900834996486083,0.0025030169999809004,0.00012920099834445864
0.011826474998088088,0.003954857005737722,0.003345129000081215,0.0018812240014085546,0.0021962870014249347,0.00700464299734449,0.002430706001177896,0.0001295890033361502
0.011697738002112601,0.0037741609994554892,0.0033301560033578426,0.001869922001787927,0.0022232580013223924,0.007073880995449144,0.0024550140005885623,0.0001289120045839809
0.012253527995198965,0.003983237998909317,0.003412313999433536,0.0019927629982703365,0.002226282005722169,0.007193295001343358,0.0024682260045665316,0.00012984100612811744
0.012446427994291298,0.0040853280006558634,0.003525322004861664,0.0020580459968186915,0.0022436500003095716,0.007219535000331234,0.002626228000735864,0.0001357669971184805
0.012053200996888336,0.003724212001543492,0.0034270909964106977,0.0019510760030243546,0.0022583789977943525,0.0075781330015161075,0.0024392230043304153,0.0001541759993415326
0.012262145995919127,0.003956406006182078,0.0035176040037185885,0.0021649329937645234,0.002293754994752817,0.00755415900493972,0.002547656993556302,0.00013518299965653569
0.012896642001578584,0.003905300000042189,0.003438747997279279,0.0018814649956766516,0.0022710260018357076,0.00750817699736217,0.0024131149984896183,0.00013550400035455823
0.012394659999699797,0.0037417370040202513,0.0035122310000588186,0.0022917909955140203,0.0023059119994286448,0.007842885999707505,0.0024943329990492202,0.0001338780057267286
0.012888384000689257,0.004086328000994399,0.0034971740024047904,0.0021487510020961054,0.002336482000828255,0.007917164999525994,0.0026070499952766113,0.0001363400006084703
0.013263848995848093,0.004615835001459345,0.0035167349997209385,0.002008827999816276,0.002313646997208707,0.007689799997024238,0.002470958002959378,0.00013994999608257785
0.013696567999431863,0.004801117000170052,0.0036617410005419515,0.002062405001197476,0.002302927998243831,0.007811601004505064,0.002574826001364272,0.00013986299745738506
0.013708781996683683,0.0048264100041706115,0.0036282419969211332,0.0020876600028714165,0.0023231390005094,0.007961707000504248,0.0025234040003851987,0.00014676900173071772
